ticketId,matchId,fanId,seatId,category,price,purchaseDate,matchDate,checkedIn,checkedInTime,transactionId
TICKET_000477,MATCH_028,FAN_00478,A-C-055,VIP,194.0,68,2026-01-11,false,false,
TICKET_000235,MATCH_036,FAN_00236,A-F-014,PREMIUM,40.0,20,2025-12-20,false,false,
TICKET_001324,MATCH_025,FAN_00325,F-E-057,VIP,31.0,40,2024-06-18,false,false,
TICKET_000476,MATCH_027,FAN_00477,D-E-021,STUDENT,166.0,41,2026-02-18,false,true,2026-02-18
TICKET_000234,MATCH_035,FAN_00235,C-F-080,CHILD,162.0,11,2026-03-17,false,true,2026-03-17
TICKET_001323,MATCH_024,FAN_00324,C-E-048,VIP,36.0,57,2024-02-08,false,false,
TICKET_000471,MATCH_022,FAN_00472,B-G-027,CHILD,44.0,90,2024-03-26,false,true,2024-03-26
TICKET_000470,MATCH_021,FAN_00471,A-E-060,VIP,101.0,57,2026-06-08,false,true,2026-06-08
TICKET_000473,MATCH_024,FAN_00474,B-F-050,STUDENT,182.0,16,2025-01-14,false,true,2025-01-14
TICKET_000231,MATCH_032,FAN_00232,C-C-061,STANDARD,66.0,67,2025-08-10,false,true,2025-08-10
TICKET_001320,MATCH_021,FAN_00321,D-C-047,STANDARD,106.0,60,2024-07-16,false,true,2024-07-16
TICKET_000472,MATCH_023,FAN_00473,D-B-017,SENIOR,77.0,96,2025-02-24,false,true,2025-02-24
TICKET_000230,MATCH_031,FAN_00231,E-G-024,CHILD,199.0,68,2024-10-02,false,true,2024-10-02
TICKET_001319,MATCH_020,FAN_00320,VIP-G-072,PREMIUM,185.0,13,2024-03-08,false,false,
TICKET_000229,MATCH_030,FAN_00230,F-G-077,STANDARD,58.0,19,2025-03-13,false,false,
TICKET_001318,MATCH_019,FAN_00319,D-C-024,STUDENT,152.0,25,2025-09-16,false,true,2025-09-16
TICKET_000468,MATCH_019,FAN_00469,B-C-014,CHILD,187.0,70,2026-07-02,false,true,2026-07-02
TICKET_000226,MATCH_027,FAN_00227,C-F-033,PREMIUM,129.0,85,2026-07-17,false,true,2026-07-17
TICKET_001315,MATCH_016,FAN_00316,A-G-049,STANDARD,198.0,90,2024-04-22,false,false,
TICKET_000467,MATCH_018,FAN_00468,B-E-097,ECONOMY,32.0,67,2024-01-22,false,false,
TICKET_000225,MATCH_026,FAN_00226,B-F-032,STANDARD,107.0,06,2024-07-02,false,false,
TICKET_001314,MATCH_015,FAN_00315,B-B-082,SENIOR,168.0,23,2024-03-08,false,true,2024-03-08
TICKET_000228,MATCH_029,FAN_00229,E-J-016,SENIOR,168.0,93,2024-10-04,false,false,
TICKET_001317,MATCH_018,FAN_00318,F-E-063,CHILD,138.0,74,2024-09-06,false,false,
TICKET_000227,MATCH_028,FAN_00228,A-G-054,CHILD,178.0,21,2026-06-08,false,false,
TICKET_000469,MATCH_020,FAN_00470,A-J-005,SENIOR,181.0,87,2025-09-27,false,true,2025-09-27
TICKET_001316,MATCH_017,FAN_00317,C-H-024,STUDENT,115.0,92,2025-11-07,false,false,
TICKET_000464,MATCH_015,FAN_00465,B-G-076,CHILD,146.0,66,2026-06-09,false,false,
TICKET_000222,MATCH_023,FAN_00223,B-J-055,ECONOMY,198.0,10,2024-01-24,false,true,2024-01-24
TICKET_001311,MATCH_012,FAN_00312,C-F-068,CHILD,63.0,93,2025-10-18,false,false,
TICKET_000463,MATCH_014,FAN_00464,E-G-015,PREMIUM,125.0,91,2024-09-11,false,true,2024-09-11
TICKET_000221,MATCH_022,FAN_00222,D-D-039,STANDARD,195.0,09,2025-03-14,false,false,
TICKET_001310,MATCH_011,FAN_00311,A-I-070,STANDARD,71.0,44,2025-06-28,false,true,2025-06-28
TICKET_000466,MATCH_017,FAN_00467,B-E-070,PREMIUM,45.0,38,2026-07-03,false,true,2026-07-03
TICKET_000224,MATCH_025,FAN_00225,C-E-038,SENIOR,102.0,26,2026-04-22,false,true,2026-04-22
TICKET_001313,MATCH_014,FAN_00314,E-H-031,SENIOR,107.0,51,2024-02-24,false,true,2024-02-24
TICKET_000465,MATCH_016,FAN_00466,A-F-031,VIP,59.0,47,2024-01-26,false,false,
TICKET_000223,MATCH_024,FAN_00224,E-J-024,STUDENT,80.0,40,2025-09-14,false,true,2025-09-14
TICKET_001312,MATCH_013,FAN_00313,F-B-041,STUDENT,131.0,94,2024-02-04,false,false,
TICKET_000460,MATCH_011,FAN_00461,F-G-094,STANDARD,163.0,45,2026-05-16,false,true,2026-05-16
TICKET_000462,MATCH_013,FAN_00463,B-H-094,SENIOR,116.0,32,2024-08-27,false,false,
TICKET_000220,MATCH_021,FAN_00221,D-E-066,VIP,97.0,07,2024-12-04,false,true,2024-12-04
TICKET_000461,MATCH_012,FAN_00462,A-B-087,PREMIUM,54.0,36,2025-12-01,false,true,2025-12-01
TICKET_000219,MATCH_020,FAN_00220,C-D-015,PREMIUM,101.0,50,2025-05-06,false,true,2025-05-06
TICKET_001308,MATCH_009,FAN_00309,VIP-A-034,STUDENT,96.0,68,2025-06-10,false,false,
TICKET_000218,MATCH_019,FAN_00219,VIP-H-073,STANDARD,61.0,46,2024-07-21,false,false,
TICKET_001307,MATCH_008,FAN_00308,VIP-J-012,PREMIUM,198.0,75,2026-07-19,false,false,
TICKET_001309,MATCH_010,FAN_00310,F-B-007,STANDARD,37.0,74,2025-05-14,false,true,2025-05-14
TICKET_000457,MATCH_008,FAN_00458,F-C-081,VIP,152.0,67,2026-06-23,false,true,2026-06-23
TICKET_000215,MATCH_016,FAN_00216,VIP-E-083,SENIOR,85.0,25,2025-06-25,false,true,2025-06-25
TICKET_000699,MATCH_050,FAN_00200,A-H-051,STANDARD,199.0,49,2024-08-08,false,false,
TICKET_001304,MATCH_005,FAN_00305,F-H-084,CHILD,48.0,63,2026-12-05,false,true,2026-12-05
TICKET_000456,MATCH_007,FAN_00457,E-A-030,PREMIUM,185.0,16,2024-12-12,false,true,2024-12-12
TICKET_000214,MATCH_015,FAN_00215,A-A-067,SENIOR,65.0,07,2026-01-09,false,true,2026-01-09
TICKET_000698,MATCH_049,FAN_00199,VIP-G-047,STANDARD,87.0,02,2026-10-15,false,true,2026-10-15
TICKET_001303,MATCH_004,FAN_00304,E-F-026,ECONOMY,199.0,25,2025-05-14,false,true,2025-05-14
TICKET_000217,MATCH_018,FAN_00218,D-C-059,PREMIUM,38.0,16,2026-08-19,false,true,2026-08-19
TICKET_000459,MATCH_010,FAN_00460,B-F-032,CHILD,34.0,40,2026-10-05,false,false,
TICKET_001306,MATCH_007,FAN_00307,VIP-G-035,VIP,76.0,83,2026-07-09,false,true,2026-07-09
TICKET_000458,MATCH_009,FAN_00459,C-B-060,CHILD,107.0,08,2024-04-04,false,true,2024-04-04
TICKET_000216,MATCH_017,FAN_00217,A-G-053,CHILD,181.0,49,2025-12-25,false,false,
TICKET_001305,MATCH_006,FAN_00306,B-A-002,CHILD,30.0,17,2025-11-24,false,true,2025-11-24
TICKET_000453,MATCH_004,FAN_00454,C-A-058,CHILD,75.0,51,2026-09-25,false,true,2026-09-25
TICKET_000211,MATCH_012,FAN_00212,B-E-065,STANDARD,80.0,84,2026-11-21,false,true,2026-11-21
TICKET_000695,MATCH_046,FAN_00196,A-G-039,STANDARD,138.0,80,2025-11-27,false,true,2025-11-27
TICKET_001300,MATCH_001,FAN_00301,A-G-062,ECONOMY,126.0,65,2026-05-27,false,false,
TICKET_000452,MATCH_003,FAN_00453,D-B-002,STANDARD,155.0,61,2025-06-02,false,true,2025-06-02
TICKET_000210,MATCH_011,FAN_00211,B-A-046,STANDARD,88.0,93,2026-05-14,false,false,
TICKET_000694,MATCH_045,FAN_00195,VIP-F-015,ECONOMY,52.0,87,2024-06-25,false,false,
TICKET_000455,MATCH_006,FAN_00456,C-D-036,CHILD,174.0,19,2024-06-14,false,true,2024-06-14
TICKET_000213,MATCH_014,FAN_00214,C-F-088,VIP,101.0,03,2024-09-04,false,true,2024-09-04
TICKET_000697,MATCH_048,FAN_00198,F-I-051,VIP,150.0,67,2024-08-27,false,true,2024-08-27
TICKET_001302,MATCH_003,FAN_00303,D-G-061,VIP,166.0,83,2024-09-26,false,true,2024-09-26
TICKET_000454,MATCH_005,FAN_00455,VIP-D-006,STUDENT,197.0,30,2024-12-01,false,true,2024-12-01
TICKET_000212,MATCH_013,FAN_00213,B-E-038,VIP,112.0,44,2026-12-09,false,true,2026-12-09
TICKET_000696,MATCH_047,FAN_00197,D-I-093,STUDENT,147.0,65,2024-06-15,false,false,
TICKET_001301,MATCH_002,FAN_00302,C-C-020,PREMIUM,103.0,20,2026-07-04,false,false,
TICKET_000691,MATCH_042,FAN_00192,A-F-027,VIP,92.0,31,2025-10-18,false,false,
TICKET_000690,MATCH_041,FAN_00191,C-D-054,ECONOMY,81.0,52,2024-08-02,false,true,2024-08-02
TICKET_000451,MATCH_002,FAN_00452,F-C-098,VIP,165.0,73,2024-09-05,false,false,
TICKET_000693,MATCH_044,FAN_00194,C-I-015,STANDARD,65.0,82,2026-04-19,false,false,
TICKET_000450,MATCH_001,FAN_00451,A-H-100,STANDARD,127.0,22,2025-07-28,false,true,2025-07-28
TICKET_000692,MATCH_043,FAN_00193,B-H-028,STANDARD,63.0,06,2025-01-16,false,true,2025-01-16
TICKET_000208,MATCH_009,FAN_00209,C-A-008,CHILD,177.0,95,2025-01-15,false,false,
TICKET_000207,MATCH_008,FAN_00208,B-C-023,CHILD,183.0,70,2026-10-26,false,true,2026-10-26
TICKET_000449,MATCH_050,FAN_00450,F-D-020,ECONOMY,105.0,96,2025-07-26,false,true,2025-07-26
TICKET_000209,MATCH_010,FAN_00210,C-C-032,ECONOMY,49.0,17,2026-12-22,false,true,2026-12-22
TICKET_000446,MATCH_047,FAN_00447,F-A-080,PREMIUM,163.0,77,2026-09-27,false,true,2026-09-27
TICKET_000204,MATCH_005,FAN_00205,F-I-006,PREMIUM,138.0,16,2024-12-21,false,true,2024-12-21
TICKET_000688,MATCH_039,FAN_00189,E-A-006,ECONOMY,174.0,15,2025-11-17,false,false,
TICKET_000445,MATCH_046,FAN_00446,D-H-013,ECONOMY,180.0,86,2025-02-22,false,true,2025-02-22
TICKET_000203,MATCH_004,FAN_00204,B-G-050,VIP,114.0,91,2026-07-22,false,true,2026-07-22
TICKET_000687,MATCH_038,FAN_00188,C-J-046,STANDARD,150.0,91,2026-12-08,false,false,
TICKET_000448,MATCH_049,FAN_00449,C-C-057,VIP,43.0,81,2026-09-09,false,true,2026-09-09
TICKET_000206,MATCH_007,FAN_00207,B-G-011,SENIOR,131.0,99,2024-04-23,false,false,
TICKET_000447,MATCH_048,FAN_00448,D-D-056,CHILD,175.0,21,2025-09-08,false,false,
TICKET_000205,MATCH_006,FAN_00206,F-I-035,ECONOMY,159.0,13,2025-05-14,false,true,2025-05-14
TICKET_000689,MATCH_040,FAN_00190,F-A-040,STUDENT,83.0,98,2025-09-24,false,false,
TICKET_000442,MATCH_043,FAN_00443,C-F-005,STANDARD,153.0,29,2025-06-28,false,true,2025-06-28
TICKET_000200,MATCH_001,FAN_00201,B-J-100,SENIOR,105.0,12,2025-06-28,false,false,
TICKET_000684,MATCH_035,FAN_00185,VIP-B-063,VIP,66.0,87,2024-01-19,false,true,2024-01-19
TICKET_000441,MATCH_042,FAN_00442,C-E-042,PREMIUM,71.0,97,2025-12-28,false,false,
TICKET_000683,MATCH_034,FAN_00184,D-B-017,PREMIUM,154.0,44,2024-07-05,false,true,2024-07-05
TICKET_000444,MATCH_045,FAN_00445,A-G-015,VIP,102.0,52,2024-09-18,false,true,2024-09-18
TICKET_000202,MATCH_003,FAN_00203,E-A-047,STANDARD,99.0,97,2024-01-03,false,true,2024-01-03
TICKET_000686,MATCH_037,FAN_00187,D-F-072,STUDENT,174.0,43,2024-12-15,false,true,2024-12-15
TICKET_000443,MATCH_044,FAN_00444,F-E-056,VIP,122.0,08,2025-12-11,false,true,2025-12-11
TICKET_000201,MATCH_002,FAN_00202,B-E-091,ECONOMY,185.0,10,2026-11-01,false,true,2026-11-01
TICKET_000685,MATCH_036,FAN_00186,D-E-040,ECONOMY,189.0,44,2025-05-28,false,false,
TICKET_000680,MATCH_031,FAN_00181,VIP-E-022,CHILD,107.0,15,2024-08-15,false,false,
TICKET_000440,MATCH_041,FAN_00441,C-F-058,CHILD,87.0,09,2026-09-23,false,true,2026-09-23
TICKET_000682,MATCH_033,FAN_00183,C-B-062,STUDENT,137.0,83,2026-11-07,false,true,2026-11-07
TICKET_000681,MATCH_032,FAN_00182,D-B-046,STANDARD,174.0,25,2024-03-09,false,true,2024-03-09
TICKET_000271,MATCH_022,FAN_00272,VIP-B-069,VIP,135.0,83,2024-01-01,false,false,
TICKET_001360,MATCH_011,FAN_00361,A-B-078,VIP,151.0,03,2024-02-09,false,false,
TICKET_000270,MATCH_021,FAN_00271,VIP-D-073,STANDARD,36.0,57,2025-06-10,false,false,
TICKET_000039,MATCH_040,FAN_00040,A-F-002,STUDENT,94.0,98,2026-01-19,false,true,2026-01-19
TICKET_001128,MATCH_029,FAN_00129,F-C-011,STUDENT,37.0,46,2024-12-08,false,true,2024-12-08
TICKET_000038,MATCH_039,FAN_00039,C-J-030,PREMIUM,162.0,81,2026-11-26,false,true,2026-11-26
TICKET_001127,MATCH_028,FAN_00128,E-E-033,VIP,175.0,63,2026-03-14,false,true,2026-03-14
TICKET_001369,MATCH_020,FAN_00370,C-B-006,STUDENT,107.0,93,2025-07-20,false,true,2025-07-20
TICKET_001129,MATCH_030,FAN_00130,C-E-055,PREMIUM,61.0,88,2024-07-12,false,true,2024-07-12
TICKET_000277,MATCH_028,FAN_00278,F-F-015,STUDENT,82.0,74,2026-08-10,false,false,
TICKET_000035,MATCH_036,FAN_00036,F-D-054,VIP,74.0,11,2026-04-11,false,true,2026-04-11
TICKET_001124,MATCH_025,FAN_00125,B-E-044,CHILD,61.0,21,2026-07-28,false,true,2026-07-28
TICKET_001366,MATCH_017,FAN_00367,A-E-028,STUDENT,114.0,88,2025-12-12,false,true,2025-12-12
TICKET_000276,MATCH_027,FAN_00277,C-C-026,VIP,115.0,02,2025-04-07,false,true,2025-04-07
TICKET_000034,MATCH_035,FAN_00035,B-I-023,VIP,188.0,63,2026-11-24,false,false,
TICKET_001123,MATCH_024,FAN_00124,B-A-003,PREMIUM,94.0,49,2024-10-19,false,false,
TICKET_001365,MATCH_016,FAN_00366,B-A-005,SENIOR,137.0,56,2026-03-27,false,true,2026-03-27
TICKET_000037,MATCH_038,FAN_00038,B-F-010,VIP,192.0,66,2024-05-07,false,false,
TICKET_000279,MATCH_030,FAN_00280,D-C-050,ECONOMY,166.0,40,2025-02-20,false,false,
TICKET_001126,MATCH_027,FAN_00127,C-F-088,STUDENT,150.0,84,2024-03-17,false,true,2024-03-17
TICKET_001368,MATCH_019,FAN_00369,E-G-092,PREMIUM,150.0,24,2024-08-10,false,true,2024-08-10
TICKET_000278,MATCH_029,FAN_00279,F-F-002,STANDARD,65.0,54,2024-10-23,false,true,2024-10-23
TICKET_000036,MATCH_037,FAN_00037,A-F-081,CHILD,62.0,94,2024-07-08,false,true,2024-07-08
TICKET_001125,MATCH_026,FAN_00126,E-F-005,VIP,94.0,14,2025-10-21,false,true,2025-10-21
TICKET_001367,MATCH_018,FAN_00368,B-B-010,STUDENT,35.0,55,2024-02-21,false,false,
TICKET_000273,MATCH_024,FAN_00274,C-I-027,VIP,162.0,91,2025-11-26,false,false,
TICKET_000031,MATCH_032,FAN_00032,F-E-028,CHILD,135.0,86,2024-12-13,false,false,
TICKET_001120,MATCH_021,FAN_00121,A-G-005,PREMIUM,115.0,03,2025-02-16,false,true,2025-02-16
TICKET_001362,MATCH_013,FAN_00363,B-F-058,PREMIUM,77.0,66,2026-07-25,false,false,
TICKET_000272,MATCH_023,FAN_00273,VIP-G-088,SENIOR,130.0,65,2026-02-28,false,false,
TICKET_000030,MATCH_031,FAN_00031,VIP-H-060,VIP,102.0,66,2024-09-12,false,false,
TICKET_001361,MATCH_012,FAN_00362,C-H-033,ECONOMY,171.0,85,2026-03-24,false,true,2026-03-24
TICKET_000275,MATCH_026,FAN_00276,E-G-055,CHILD,115.0,95,2026-09-24,false,false,
TICKET_000033,MATCH_034,FAN_00034,VIP-B-082,STANDARD,83.0,59,2026-02-18,false,true,2026-02-18
TICKET_001122,MATCH_023,FAN_00123,VIP-C-012,CHILD,30.0,85,2025-06-21,false,true,2025-06-21
TICKET_001364,MATCH_015,FAN_00365,F-A-032,SENIOR,38.0,18,2024-08-18,false,true,2024-08-18
TICKET_000274,MATCH_025,FAN_00275,C-F-069,STUDENT,41.0,18,2025-02-27,false,false,
TICKET_000032,MATCH_033,FAN_00033,C-A-081,STUDENT,73.0,86,2024-12-06,false,true,2024-12-06
TICKET_001121,MATCH_022,FAN_00122,D-D-036,SENIOR,73.0,56,2026-06-23,false,true,2026-06-23
TICKET_001363,MATCH_014,FAN_00364,C-B-030,STUDENT,197.0,02,2026-05-01,false,true,2026-05-01
TICKET_000260,MATCH_011,FAN_00261,D-B-091,ECONOMY,71.0,61,2025-03-02,false,true,2025-03-02
TICKET_000028,MATCH_029,FAN_00029,F-A-028,VIP,107.0,28,2024-02-23,false,true,2024-02-23
TICKET_001117,MATCH_018,FAN_00118,VIP-J-089,CHILD,34.0,50,2025-02-26,false,false,
TICKET_001359,MATCH_010,FAN_00360,E-D-034,ECONOMY,49.0,76,2024-10-27,false,false,
TICKET_000027,MATCH_028,FAN_00028,VIP-G-093,PREMIUM,154.0,47,2025-07-18,false,true,2025-07-18
TICKET_000269,MATCH_020,FAN_00270,A-F-004,SENIOR,57.0,59,2024-02-16,false,false,
TICKET_001116,MATCH_017,FAN_00117,C-E-075,STUDENT,125.0,07,2026-07-12,false,true,2026-07-12
TICKET_001358,MATCH_009,FAN_00359,D-I-021,CHILD,48.0,69,2025-12-23,false,true,2025-12-23
TICKET_001119,MATCH_020,FAN_00120,VIP-G-037,STUDENT,40.0,66,2024-07-08,false,false,
TICKET_000029,MATCH_030,FAN_00030,VIP-J-044,PREMIUM,80.0,05,2025-04-05,false,true,2025-04-05
TICKET_001118,MATCH_019,FAN_00119,C-D-081,CHILD,192.0,56,2024-11-05,false,false,
TICKET_000266,MATCH_017,FAN_00267,A-E-052,PREMIUM,63.0,71,2024-08-08,false,true,2024-08-08
TICKET_000024,MATCH_025,FAN_00025,VIP-D-077,STUDENT,43.0,56,2026-07-27,false,true,2026-07-27
TICKET_001113,MATCH_014,FAN_00114,A-H-096,SENIOR,130.0,92,2026-03-18,false,false,
TICKET_001355,MATCH_006,FAN_00356,C-E-024,STUDENT,125.0,69,2025-09-15,false,true,2025-09-15
TICKET_000265,MATCH_016,FAN_00266,E-J-003,STUDENT,94.0,99,2025-07-22,false,true,2025-07-22
TICKET_000023,MATCH_024,FAN_00024,C-A-067,SENIOR,35.0,85,2025-05-16,false,true,2025-05-16
TICKET_001112,MATCH_013,FAN_00113,F-D-045,STUDENT,131.0,39,2026-11-20,false,true,2026-11-20
TICKET_001354,MATCH_005,FAN_00355,VIP-G-037,PREMIUM,180.0,21,2024-05-07,false,true,2024-05-07
TICKET_000268,MATCH_019,FAN_00269,C-J-010,CHILD,109.0,48,2024-11-12,false,true,2024-11-12
TICKET_000026,MATCH_027,FAN_00027,D-H-080,SENIOR,59.0,13,2025-09-13,false,true,2025-09-13
TICKET_001115,MATCH_016,FAN_00116,B-D-076,ECONOMY,147.0,14,2025-01-13,false,false,
TICKET_001357,MATCH_008,FAN_00358,B-C-100,ECONOMY,46.0,91,2024-03-07,false,true,2024-03-07
TICKET_000267,MATCH_018,FAN_00268,C-J-054,STUDENT,65.0,44,2024-09-24,false,true,2024-09-24
TICKET_000025,MATCH_026,FAN_00026,B-B-077,VIP,154.0,54,2024-07-02,false,true,2024-07-02
TICKET_001114,MATCH_015,FAN_00115,B-B-062,SENIOR,184.0,16,2025-05-28,false,true,2025-05-28
TICKET_001356,MATCH_007,FAN_00357,A-A-051,CHILD,134.0,76,2024-11-18,false,false,
TICKET_000262,MATCH_013,FAN_00263,F-H-064,SENIOR,137.0,04,2024-11-14,false,true,2024-11-14
TICKET_000020,MATCH_021,FAN_00021,F-F-025,PREMIUM,139.0,60,2025-11-21,false,true,2025-11-21
TICKET_001351,MATCH_002,FAN_00352,C-G-017,SENIOR,124.0,68,2025-02-06,false,true,2025-02-06
TICKET_000261,MATCH_012,FAN_00262,B-F-065,ECONOMY,117.0,60,2026-10-24,false,true,2026-10-24
TICKET_001350,MATCH_001,FAN_00351,B-G-014,STANDARD,57.0,47,2024-03-03,false,true,2024-03-03
TICKET_000264,MATCH_015,FAN_00265,A-F-014,CHILD,178.0,36,2026-02-16,false,true,2026-02-16
TICKET_000022,MATCH_023,FAN_00023,VIP-H-048,ECONOMY,169.0,85,2026-11-20,false,true,2026-11-20
TICKET_001111,MATCH_012,FAN_00112,F-D-047,CHILD,116.0,48,2024-06-09,false,false,
TICKET_001353,MATCH_004,FAN_00354,D-F-097,VIP,106.0,10,2026-06-10,false,false,
TICKET_000263,MATCH_014,FAN_00264,A-J-022,VIP,80.0,75,2025-04-20,false,true,2025-04-20
TICKET_000021,MATCH_022,FAN_00022,VIP-I-016,PREMIUM,149.0,93,2025-04-12,false,false,
TICKET_001110,MATCH_011,FAN_00111,F-J-067,CHILD,133.0,18,2025-08-10,false,true,2025-08-10
TICKET_001352,MATCH_003,FAN_00353,D-H-099,STUDENT,171.0,84,2024-11-09,false,true,2024-11-09
TICKET_000491,MATCH_042,FAN_00492,D-E-010,VIP,154.0,24,2024-12-16,false,true,2024-12-16
TICKET_000490,MATCH_041,FAN_00491,E-C-071,STANDARD,192.0,37,2024-07-17,false,false,
TICKET_001109,MATCH_010,FAN_00110,F-D-081,PREMIUM,129.0,44,2026-12-21,false,false,
TICKET_000017,MATCH_018,FAN_00018,VIP-A-061,VIP,125.0,54,2024-01-12,false,false,
TICKET_000259,MATCH_010,FAN_00260,D-G-073,CHILD,68.0,53,2024-02-02,false,true,2024-02-02
TICKET_001106,MATCH_007,FAN_00107,VIP-C-095,CHILD,144.0,73,2024-06-13,false,false,
TICKET_001348,MATCH_049,FAN_00349,E-A-072,SENIOR,136.0,73,2025-05-11,false,true,2025-05-11
TICKET_000258,MATCH_009,FAN_00259,B-C-093,PREMIUM,56.0,67,2026-04-10,false,false,
TICKET_000016,MATCH_017,FAN_00017,C-G-043,STUDENT,154.0,35,2025-06-05,false,true,2025-06-05
TICKET_001105,MATCH_006,FAN_00106,F-J-011,ECONOMY,149.0,69,2025-11-17,false,false,
TICKET_001347,MATCH_048,FAN_00348,A-I-069,VIP,109.0,53,2025-04-01,false,true,2025-04-01
TICKET_000019,MATCH_020,FAN_00020,E-F-093,STANDARD,148.0,43,2026-02-18,false,true,2026-02-18
TICKET_001108,MATCH_009,FAN_00109,VIP-H-085,STUDENT,131.0,95,2025-02-05,false,true,2025-02-05
TICKET_000018,MATCH_019,FAN_00019,A-I-048,ECONOMY,129.0,91,2026-01-09,false,false,
TICKET_001107,MATCH_008,FAN_00108,A-C-096,VIP,44.0,90,2026-04-09,false,true,2026-04-09
TICKET_001349,MATCH_050,FAN_00350,B-D-004,CHILD,184.0,30,2026-02-10,false,false,
TICKET_000255,MATCH_006,FAN_00256,B-F-039,VIP,164.0,48,2026-10-16,false,false,
TICKET_000013,MATCH_014,FAN_00014,F-I-018,ECONOMY,183.0,44,2026-07-19,false,true,2026-07-19
TICKET_000497,MATCH_048,FAN_00498,A-C-097,ECONOMY,175.0,72,2026-01-28,false,true,2026-01-28
TICKET_001102,MATCH_003,FAN_00103,B-B-051,VIP,154.0,01,2025-01-01,false,true,2025-01-01
TICKET_001344,MATCH_045,FAN_00345,B-H-023,CHILD,50.0,29,2026-12-19,false,false,
TICKET_000254,MATCH_005,FAN_00255,F-F-039,STANDARD,88.0,10,2026-01-06,false,true,2026-01-06
TICKET_000012,MATCH_013,FAN_00013,D-C-050,ECONOMY,84.0,73,2026-11-13,false,true,2026-11-13
TICKET_000496,MATCH_047,FAN_00497,C-F-052,STANDARD,40.0,26,2024-09-12,false,false,
TICKET_001101,MATCH_002,FAN_00102,F-E-093,VIP,171.0,70,2026-06-02,false,false,
TICKET_001343,MATCH_044,FAN_00344,E-I-062,SENIOR,186.0,10,2024-04-06,false,false,
TICKET_000257,MATCH_008,FAN_00258,E-E-052,PREMIUM,144.0,00,2024-05-07,false,true,2024-05-07
TICKET_000015,MATCH_016,FAN_00016,D-D-019,PREMIUM,177.0,34,2026-06-22,false,true,2026-06-22
TICKET_000499,MATCH_050,FAN_00500,C-C-069,SENIOR,30.0,89,2026-10-11,false,false,
TICKET_001104,MATCH_005,FAN_00105,D-E-015,STANDARD,194.0,17,2024-02-15,false,false,
TICKET_001346,MATCH_047,FAN_00347,E-H-046,ECONOMY,58.0,24,2025-05-09,false,false,
TICKET_000256,MATCH_007,FAN_00257,D-B-019,STANDARD,144.0,41,2025-07-13,false,true,2025-07-13
TICKET_000014,MATCH_015,FAN_00015,D-E-057,SENIOR,91.0,51,2026-07-06,false,true,2026-07-06
TICKET_000498,MATCH_049,FAN_00499,D-D-032,STANDARD,53.0,04,2024-08-01,false,true,2024-08-01
TICKET_001103,MATCH_004,FAN_00104,VIP-J-067,STUDENT,178.0,95,2026-12-27,false,false,
TICKET_001345,MATCH_046,FAN_00346,C-E-060,CHILD,114.0,05,2025-10-10,false,true,2025-10-10
TICKET_000251,MATCH_002,FAN_00252,A-E-024,CHILD,195.0,27,2024-07-27,false,true,2024-07-27
TICKET_000493,MATCH_044,FAN_00494,B-A-046,STANDARD,44.0,07,2024-01-19,false,false,
TICKET_001340,MATCH_041,FAN_00341,C-I-001,STANDARD,163.0,85,2026-03-23,false,false,
TICKET_000250,MATCH_001,FAN_00251,A-D-054,ECONOMY,129.0,48,2025-04-22,false,true,2025-04-22
TICKET_000492,MATCH_043,FAN_00493,F-B-061,SENIOR,180.0,70,2026-04-01,false,true,2026-04-01
TICKET_000253,MATCH_004,FAN_00254,A-B-082,STANDARD,192.0,25,2025-09-09,false,true,2025-09-09
TICKET_000011,MATCH_012,FAN_00012,E-I-042,SENIOR,159.0,07,2024-10-10,false,true,2024-10-10
TICKET_000495,MATCH_046,FAN_00496,C-H-076,STANDARD,123.0,28,2024-06-04,false,false,
TICKET_001100,MATCH_001,FAN_00101,F-I-008,VIP,127.0,10,2026-11-24,false,true,2026-11-24
TICKET_001342,MATCH_043,FAN_00343,VIP-G-018,SENIOR,149.0,50,2026-08-19,false,false,
TICKET_000252,MATCH_003,FAN_00253,D-C-026,ECONOMY,156.0,28,2024-05-04,false,false,
TICKET_000010,MATCH_011,FAN_00011,E-J-098,SENIOR,192.0,02,2025-10-19,false,true,2025-10-19
TICKET_000494,MATCH_045,FAN_00495,A-J-085,VIP,89.0,67,2026-03-13,false,true,2026-03-13
TICKET_001341,MATCH_042,FAN_00342,VIP-A-021,CHILD,185.0,54,2026-07-16,false,true,2026-07-16
TICKET_000480,MATCH_031,FAN_00481,C-I-048,SENIOR,180.0,52,2026-01-05,false,true,2026-01-05
TICKET_000009,MATCH_010,FAN_00010,E-A-055,SENIOR,107.0,80,2025-11-13,false,true,2025-11-13
TICKET_000248,MATCH_049,FAN_00249,F-J-055,VIP,173.0,66,2026-09-15,false,true,2026-09-15
TICKET_000006,MATCH_007,FAN_00007,D-C-041,CHILD,69.0,60,2025-08-04,false,false,
TICKET_001337,MATCH_038,FAN_00338,E-C-039,SENIOR,36.0,69,2024-03-11,false,true,2024-03-11
TICKET_000247,MATCH_048,FAN_00248,VIP-A-001,STANDARD,145.0,43,2025-01-11,false,true,2025-01-11
TICKET_000005,MATCH_006,FAN_00006,E-B-042,PREMIUM,165.0,19,2026-02-14,false,true,2026-02-14
