recordId,fanId,points,transactionType,referenceId,timestamp,description
LP_000304,FAN_00305,452,EARN,REF_304,2025-03-05 23:27:38,Purchase reward points
LP_000305,FAN_00306,621,EARN,REF_305,2026-02-05 05:54:23,Purchase reward points
LP_000306,FAN_00307,141,REDEEM,REF_306,2024-11-09 03:50:53,Points redeemed for discount
LP_000307,FAN_00308,86,EARN,REF_307,2026-11-26 06:08:44,Purchase reward points
LP_000308,FAN_00309,473,EARN,REF_308,2024-10-09 20:37:56,Purchase reward points
LP_000309,FAN_00310,477,REDEEM,REF_309,2026-01-01 22:58:09,Points redeemed for discount
LP_000310,FAN_00311,709,EARN,REF_310,2026-03-28 19:10:08,Purchase reward points
LP_000311,FAN_00312,200,EARN,REF_311,2024-11-09 23:47:56,Purchase reward points
LP_000312,FAN_00313,867,EARN,REF_312,2024-04-10 18:14:18,Purchase reward points
LP_000313,FAN_00314,232,EARN,REF_313,2026-10-21 04:36:03,Purchase reward points
LP_000314,FAN_00315,387,EARN,REF_314,2025-11-01 04:21:18,Purchase reward points
LP_000315,FAN_00316,885,EARN,REF_315,2024-09-15 09:19:42,Purchase reward points
LP_000316,FAN_00317,669,EARN,REF_316,2026-11-14 16:40:22,Purchase reward points
LP_000317,FAN_00318,668,EARN,REF_317,2026-06-25 10:05:46,Purchase reward points
LP_000318,FAN_00319,251,REDEEM,REF_318,2025-01-01 03:09:29,Points redeemed for discount
LP_000319,FAN_00320,968,EARN,REF_319,2025-09-21 19:43:39,Purchase reward points
LP_000320,FAN_00321,527,EARN,REF_320,2024-08-28 04:49:56,Purchase reward points
LP_000321,FAN_00322,739,EARN,REF_321,2024-10-15 18:18:54,Purchase reward points
LP_000322,FAN_00323,334,EARN,REF_322,2026-07-03 14:39:18,Purchase reward points
LP_000323,FAN_00324,904,REDEEM,REF_323,2024-04-14 07:20:33,Points redeemed for discount
LP_000324,FAN_00325,271,EARN,REF_324,2025-11-21 17:18:59,Purchase reward points
LP_000325,FAN_00326,355,EARN,REF_325,2026-07-17 04:00:58,Purchase reward points
LP_000326,FAN_00327,490,REDEEM,REF_326,2025-01-26 07:16:25,Points redeemed for discount
LP_000327,FAN_00328,310,REDEEM,REF_327,2025-01-14 19:43:44,Points redeemed for discount
LP_000328,FAN_00329,737,EARN,REF_328,2026-08-04 04:04:54,Purchase reward points
LP_000329,FAN_00330,697,EARN,REF_329,2025-11-14 20:17:05,Purchase reward points
LP_000330,FAN_00331,634,EARN,REF_330,2025-02-05 10:41:20,Purchase reward points
LP_000331,FAN_00332,560,EARN,REF_331,2024-03-16 05:23:25,Purchase reward points
LP_000332,FAN_00333,129,EARN,REF_332,2026-04-17 08:13:45,Purchase reward points
LP_000333,FAN_00334,401,EARN,REF_333,2026-05-12 16:47:48,Purchase reward points
LP_000334,FAN_00335,410,EARN,REF_334,2026-05-20 08:18:47,Purchase reward points
LP_000335,FAN_00336,320,EARN,REF_335,2025-08-26 19:20:13,Purchase reward points
LP_000336,FAN_00337,801,EARN,REF_336,2025-09-28 09:46:39,Purchase reward points
LP_000337,FAN_00338,628,EARN,REF_337,2024-06-24 04:35:12,Purchase reward points
LP_000338,FAN_00339,284,EARN,REF_338,2026-03-04 11:14:37,Purchase reward points
LP_000339,FAN_00340,377,EARN,REF_339,2025-05-03 14:20:00,Purchase reward points
LP_000340,FAN_00341,608,EARN,REF_340,2025-11-27 06:52:32,Purchase reward points
LP_000341,FAN_00342,214,REDEEM,REF_341,2024-09-11 11:43:15,Points redeemed for discount
LP_000342,FAN_00343,925,EARN,REF_342,2025-07-19 01:26:11,Purchase reward points
LP_000343,FAN_00344,248,REDEEM,REF_343,2025-07-01 02:25:51,Points redeemed for discount
LP_000344,FAN_00345,811,EARN,REF_344,2025-03-28 23:08:23,Purchase reward points
LP_000345,FAN_00346,567,EARN,REF_345,2024-10-17 12:22:36,Purchase reward points
LP_000346,FAN_00347,31,REDEEM,REF_346,2024-06-02 13:04:37,Points redeemed for discount
LP_000347,FAN_00348,594,EARN,REF_347,2025-07-21 04:13:02,Purchase reward points
LP_000348,FAN_00349,298,EARN,REF_348,2024-05-01 05:17:04,Purchase reward points
LP_000349,FAN_00350,503,EARN,REF_349,2025-11-17 14:33:56,Purchase reward points
LP_000350,FAN_00351,334,EARN,REF_350,2024-09-16 00:20:18,Purchase reward points
LP_000351,FAN_00352,483,EARN,REF_351,2024-06-12 23:13:59,Purchase reward points
LP_000352,FAN_00353,900,EARN,REF_352,2024-11-27 16:21:04,Purchase reward points
LP_000353,FAN_00354,528,EARN,REF_353,2025-06-20 09:03:47,Purchase reward points
LP_000354,FAN_00355,395,EARN,REF_354,2026-06-09 14:10:20,Purchase reward points
LP_000355,FAN_00356,589,EARN,REF_355,2024-08-23 04:19:28,Purchase reward points
LP_000356,FAN_00357,164,EARN,REF_356,2026-01-23 10:16:14,Purchase reward points
LP_000357,FAN_00358,412,EARN,REF_357,2026-10-12 02:57:36,Purchase reward points
LP_000358,FAN_00359,635,REDEEM,REF_358,2025-06-20 21:06:33,Points redeemed for discount
LP_000359,FAN_00360,722,EARN,REF_359,2025-11-06 22:22:09,Purchase reward points
LP_000360,FAN_00361,708,REDEEM,REF_360,2025-01-26 03:49:48,Points redeemed for discount
LP_000361,FAN_00362,27,REDEEM,REF_361,2025-05-12 02:31:57,Points redeemed for discount
LP_000362,FAN_00363,667,EARN,REF_362,2026-04-02 08:09:54,Purchase reward points
LP_000363,FAN_00364,359,EARN,REF_363,2025-07-15 00:49:03,Purchase reward points
LP_000364,FAN_00365,281,EARN,REF_364,2024-07-02 06:58:20,Purchase reward points
LP_000365,FAN_00366,923,EARN,REF_365,2025-08-05 11:24:12,Purchase reward points
LP_000366,FAN_00367,342,REDEEM,REF_366,2025-03-17 01:37:22,Points redeemed for discount
LP_000367,FAN_00368,455,EARN,REF_367,2026-09-10 19:49:57,Purchase reward points
LP_000368,FAN_00369,462,EARN,REF_368,2025-10-13 08:12:44,Purchase reward points
LP_000369,FAN_00370,465,EARN,REF_369,2025-11-04 16:41:43,Purchase reward points
LP_000370,FAN_00371,388,EARN,REF_370,2026-10-05 04:25:35,Purchase reward points
LP_000371,FAN_00372,949,EARN,REF_371,2025-10-22 14:36:05,Purchase reward points
LP_000372,FAN_00373,713,EARN,REF_372,2025-10-26 08:01:20,Purchase reward points
LP_000373,FAN_00374,568,EARN,REF_373,2026-04-07 23:26:02,Purchase reward points
LP_000374,FAN_00375,866,EARN,REF_374,2026-09-13 08:32:29,Purchase reward points
LP_000375,FAN_00376,828,EARN,REF_375,2024-07-15 19:06:13,Purchase reward points
LP_000376,FAN_00377,667,EARN,REF_376,2024-03-23 00:42:01,Purchase reward points
LP_000377,FAN_00378,845,EARN,REF_377,2024-11-15 13:06:16,Purchase reward points
LP_000378,FAN_00379,564,EARN,REF_378,2026-09-09 16:55:59,Purchase reward points
LP_000379,FAN_00380,962,EARN,REF_379,2025-07-27 03:47:32,Purchase reward points
LP_000380,FAN_00381,611,EARN,REF_380,2026-02-03 11:48:20,Purchase reward points
LP_000381,FAN_00382,676,REDEEM,REF_381,2025-03-16 22:31:23,Points redeemed for discount
LP_000382,FAN_00383,609,REDEEM,REF_382,2024-09-16 07:21:43,Points redeemed for discount
LP_000383,FAN_00384,598,EARN,REF_383,2024-09-06 08:44:32,Purchase reward points
LP_000384,FAN_00385,508,EARN,REF_384,2024-11-16 01:42:50,Purchase reward points
LP_000385,FAN_00386,373,REDEEM,REF_385,2026-04-20 15:42:14,Points redeemed for discount
LP_000386,FAN_00387,244,EARN,REF_386,2024-09-06 10:11:59,Purchase reward points
LP_000387,FAN_00388,693,EARN,REF_387,2024-11-01 13:52:11,Purchase reward points
LP_000388,FAN_00389,97,EARN,REF_388,2026-11-13 22:37:48,Purchase reward points
LP_000389,FAN_00390,417,EARN,REF_389,2024-06-06 09:37:05,Purchase reward points
LP_000390,FAN_00391,622,EARN,REF_390,2025-11-20 06:37:50,Purchase reward points
LP_000391,FAN_00392,369,EARN,REF_391,2026-11-07 19:59:59,Purchase reward points
LP_000392,FAN_00393,375,EARN,REF_392,2025-12-26 16:01:51,Purchase reward points
LP_000393,FAN_00394,544,EARN,REF_393,2026-06-11 19:53:11,Purchase reward points
LP_000394,FAN_00395,515,EARN,REF_394,2024-12-16 10:29:01,Purchase reward points
LP_000395,FAN_00396,157,EARN,REF_395,2026-09-04 18:57:22,Purchase reward points
LP_000396,FAN_00397,297,EARN,REF_396,2025-08-21 06:57:29,Purchase reward points
LP_000397,FAN_00398,640,EARN,REF_397,2026-04-27 13:28:32,Purchase reward points
LP_000398,FAN_00399,926,EARN,REF_398,2026-06-28 15:38:46,Purchase reward points
LP_000399,FAN_00400,13,EARN,REF_399,2024-06-12 09:20:27,Purchase reward points
LP_000400,FAN_00401,543,REDEEM,REF_400,2025-02-26 06:02:15,Points redeemed for discount
