recordId,personId,personType,grossSalary,deductions,netSalary,payPeriod,paymentDate,processedBy,status
SAL_00252,PLAYER_0013,PLAYER,68676,91,6867,69,61809,22,2025-01,2025-01-25,admin,PAID
SAL_00253,STAFF_0014,STAFF,69101,96,6910,20,62191,76,2025-02,2025-02-25,admin,PAID
SAL_00254,PLAYER_0015,PLAYER,16842,62,1684,26,15158,36,2025-03,2025-03-25,admin,PAID
SAL_00255,PLAYER_0016,PLAYER,85298,17,8529,82,76768,35,2025-04,2025-04-25,admin,PAID
SAL_00256,STAFF_0017,STAFF,39859,75,3985,98,35873,78,2025-05,2025-05-25,admin,PAID
SAL_00257,STAFF_0018,STAFF,82918,08,8291,81,74626,27,2025-06,2025-06-25,admin,PAID
SAL_00258,PLAYER_0019,PLAYER,54781,47,5478,15,49303,32,2025-07,2025-07-25,admin,PAID
SAL_00259,PLAYER_0020,PLAYER,82151,40,8215,14,73936,26,2025-08,2025-08-25,admin,PAID
SAL_00260,PLAYER_0021,PLAYER,22538,66,2253,87,20284,80,2025-09,2025-09-25,admin,PAID
SAL_00261,PLAYER_0022,PLAYER,58243,71,5824,37,52419,34,2025-10,2025-10-25,admin,PAID
SAL_00262,PLAYER_0023,PLAYER,63729,35,6372,94,57356,42,2025-11,2025-11-25,admin,PAID
SAL_00263,STAFF_0024,STAFF,26452,45,2645,25,23807,21,2025-12,2025-12-25,admin,PAID
SAL_00264,PLAYER_0025,PLAYER,22921,56,2292,16,20629,40,2025-01,2025-01-25,admin,PAID
SAL_00265,PLAYER_0026,PLAYER,80449,01,8044,90,72404,10,2025-02,2025-02-25,admin,PAID
SAL_00266,PLAYER_0027,PLAYER,38164,45,3816,44,34348,00,2025-03,2025-03-25,admin,PAID
SAL_00267,PLAYER_0028,PLAYER,45360,89,4536,09,40824,80,2025-04,2025-04-25,admin,PAID
SAL_00268,STAFF_0029,STAFF,36518,69,3651,87,32866,82,2025-05,2025-05-25,admin,PAID
SAL_00269,PLAYER_0030,PLAYER,32874,17,3287,42,29586,75,2025-06,2025-06-25,admin,PAID
SAL_00270,PLAYER_0031,PLAYER,43502,14,4350,21,39151,93,2025-07,2025-07-25,admin,PAID
SAL_00271,PLAYER_0032,PLAYER,17510,20,1751,02,15759,18,2025-08,2025-08-25,admin,PAID
SAL_00272,STAFF_0033,STAFF,39400,31,3940,03,35460,28,2025-09,2025-09-25,admin,PAID
SAL_00273,PLAYER_0034,PLAYER,85354,11,8535,41,76818,70,2025-10,2025-10-25,admin,PAID
SAL_00274,PLAYER_0035,PLAYER,73413,96,7341,40,66072,56,2025-11,2025-11-25,admin,PAID
SAL_00275,STAFF_0036,STAFF,34144,04,3414,40,30729,63,2025-12,2025-12-25,admin,PAID
SAL_00276,STAFF_0037,STAFF,97607,06,9760,71,87846,36,2025-01,2025-01-25,admin,PAID
SAL_00277,STAFF_0038,STAFF,66730,97,6673,10,60057,87,2025-02,2025-02-25,admin,PAID
SAL_00278,PLAYER_0039,PLAYER,16578,47,1657,85,14920,63,2025-03,2025-03-25,admin,PAID
SAL_00279,PLAYER_0040,PLAYER,23488,24,2348,82,21139,42,2025-04,2025-04-25,admin,PAID
SAL_00280,PLAYER_0041,PLAYER,60709,29,6070,93,54638,36,2025-05,2025-05-25,admin,PAID
SAL_00281,PLAYER_0042,PLAYER,43287,81,4328,78,38959,03,2025-06,2025-06-25,admin,PAID
SAL_00282,PLAYER_0043,PLAYER,65735,47,6573,55,59161,92,2025-07,2025-07-25,admin,PAID
SAL_00283,STAFF_0044,STAFF,17167,28,1716,73,15450,55,2025-08,2025-08-25,admin,PAID
SAL_00284,PLAYER_0045,PLAYER,39261,26,3926,13,35335,13,2025-09,2025-09-25,admin,PAID
SAL_00285,PLAYER_0046,PLAYER,78787,37,7878,74,70908,64,2025-10,2025-10-25,admin,PAID
SAL_00286,PLAYER_0047,PLAYER,25664,29,2566,43,23097,86,2025-11,2025-11-25,admin,PAID
SAL_00287,PLAYER_0048,PLAYER,91223,60,9122,36,82101,24,2025-12,2025-12-25,admin,PAID
SAL_00288,PLAYER_0049,PLAYER,39646,44,3964,64,35681,80,2025-01,2025-01-25,admin,PAID
SAL_00289,PLAYER_0050,PLAYER,25549,28,2554,93,22994,35,2025-02,2025-02-25,admin,PAID
SAL_00290,PLAYER_0051,PLAYER,85457,58,8545,76,76911,82,2025-03,2025-03-25,admin,PAID
SAL_00291,PLAYER_0052,PLAYER,83048,59,8304,86,74743,73,2025-04,2025-04-25,admin,PAID
SAL_00292,PLAYER_0053,PLAYER,98559,96,9856,00,88703,96,2025-05,2025-05-25,admin,PAID
SAL_00293,STAFF_0054,STAFF,29749,31,2974,93,26774,38,2025-06,2025-06-25,admin,PAID
SAL_00294,PLAYER_0055,PLAYER,39211,46,3921,15,35290,31,2025-07,2025-07-25,admin,PAID
SAL_00295,STAFF_0056,STAFF,64283,66,6428,37,57855,29,2025-08,2025-08-25,admin,PAID
SAL_00296,STAFF_0057,STAFF,98124,27,9812,43,88311,84,2025-09,2025-09-25,admin,PAID
SAL_00297,PLAYER_0058,PLAYER,82874,47,8287,45,74587,02,2025-10,2025-10-25,admin,PAID
SAL_00298,PLAYER_0059,PLAYER,43003,21,4300,32,38702,89,2025-11,2025-11-25,admin,PAID
SAL_00299,STAFF_0060,STAFF,8500,06,850,01,7650,05,2025-12,2025-12-25,admin,PAID
SAL_00300,PLAYER_0061,PLAYER,81384,15,8138,41,73245,73,2025-01,2025-01-25,admin,PAID
