transactionId,timestamp,type,amount,description,referenceId,category,processedBy,reconciled
TXN_000210,2026-08-04 07:12:11,MERCHANDISE_SALE,47224.70,Merchandise sale revenue,REF_210,REVENUE,admin,true
TXN_000211,2026-05-08 21:58:54,SPONSORSHIP_INCOME,36792.42,Sponsorship and partnership income,REF_211,REVENUE,admin,false
TXN_000212,2026-03-03 03:53:47,TICKET_PURCHASE,6355.25,Ticket purchase revenue,REF_212,REVENUE,admin,true
TXN_000213,2024-08-06 05:11:19,MARKETING_EXPENSE,27835.48,Marketing and advertising expenditure,REF_213,EXPENSE,admin,false
TXN_000214,2025-05-12 00:40:42,SPONSORSHIP_INCOME,89989.29,Sponsorship and partnership income,REF_214,REVENUE,admin,true
TXN_000215,2024-04-16 21:35:56,SPONSORSHIP_INCOME,30522.94,Sponsorship and partnership income,REF_215,REVENUE,admin,true
TXN_000216,2025-05-16 05:41:03,UTILITY_EXPENSE,32510.30,Utility bills (electricity, water, etc.),REF_216,EXPENSE,admin,false
TXN_000217,2025-05-20 10:59:47,INSURANCE_EXPENSE,28098.92,Club and player insurance premiums,REF_217,EXPENSE,admin,false
TXN_000218,2025-08-15 15:52:16,SALARY_PAYMENT,9294.27,Staff and player salary payments,REF_218,EXPENSE,admin,true
TXN_000219,2026-01-03 21:56:37,MERCHANDISE_SALE,11583.69,Merchandise sale revenue,REF_219,REVENUE,admin,true
TXN_000220,2024-10-25 10:00:12,INSURANCE_EXPENSE,11620.03,Club and player insurance premiums,REF_220,EXPENSE,admin,false
TXN_000221,2025-02-22 10:10:27,MERCHANDISE_SALE,72158.93,Merchandise sale revenue,REF_221,REVENUE,admin,true
TXN_000222,2026-10-24 15:05:36,MERCHANDISE_PURCHASE,12539.88,Cost of goods purchased for resale,REF_222,EXPENSE,admin,true
TXN_000223,2024-02-13 11:29:31,UTILITY_EXPENSE,9874.41,Utility bills (electricity, water, etc.),REF_223,EXPENSE,admin,false
TXN_000224,2024-08-07 21:16:22,SALARY_PAYMENT,22232.97,Staff and player salary payments,REF_224,EXPENSE,admin,true
TXN_000225,2026-07-11 07:18:35,BROADCASTING_REVENUE,34486.17,TV broadcasting rights revenue,REF_225,REVENUE,admin,true
TXN_000226,2024-05-25 07:34:10,BROADCASTING_REVENUE,6441.47,TV broadcasting rights revenue,REF_226,REVENUE,admin,false
TXN_000227,2025-12-02 12:17:39,MERCHANDISE_SALE,41199.57,Merchandise sale revenue,REF_227,REVENUE,admin,false
TXN_000228,2025-02-07 12:56:12,BROADCASTING_REVENUE,81745.15,TV broadcasting rights revenue,REF_228,REVENUE,admin,true
TXN_000229,2026-05-24 00:20:20,BROADCASTING_REVENUE,15867.24,TV broadcasting rights revenue,REF_229,REVENUE,admin,false
TXN_000230,2024-02-03 07:54:43,MERCHANDISE_PURCHASE,44613.84,Cost of goods purchased for resale,REF_230,EXPENSE,admin,true
TXN_000231,2024-09-06 11:48:20,SPONSORSHIP_INCOME,44465.88,Sponsorship and partnership income,REF_231,REVENUE,admin,true
TXN_000232,2024-12-13 02:03:54,INSURANCE_EXPENSE,44768.35,Club and player insurance premiums,REF_232,EXPENSE,admin,false
TXN_000233,2025-11-06 04:36:08,UTILITY_EXPENSE,15462.69,Utility bills (electricity, water, etc.),REF_233,EXPENSE,admin,true
TXN_000234,2026-06-10 06:10:36,INSURANCE_EXPENSE,48334.13,Club and player insurance premiums,REF_234,EXPENSE,admin,true
TXN_000235,2024-06-12 18:59:08,MERCHANDISE_SALE,40567.47,Merchandise sale revenue,REF_235,REVENUE,admin,false
TXN_000236,2025-05-12 05:19:20,MERCHANDISE_PURCHASE,11207.89,Cost of goods purchased for resale,REF_236,EXPENSE,admin,false
TXN_000237,2024-06-15 01:18:41,MERCHANDISE_PURCHASE,17638.66,Cost of goods purchased for resale,REF_237,EXPENSE,admin,false
TXN_000238,2024-05-08 23:51:42,MERCHANDISE_SALE,57372.39,Merchandise sale revenue,REF_238,REVENUE,admin,true
TXN_000239,2026-09-10 08:20:52,MERCHANDISE_SALE,75225.70,Merchandise sale revenue,REF_239,REVENUE,admin,true
TXN_000240,2025-11-24 23:21:08,SALARY_PAYMENT,39266.62,Staff and player salary payments,REF_240,EXPENSE,admin,true
TXN_000241,2025-06-20 23:14:48,TICKET_PURCHASE,63886.71,Ticket purchase revenue,REF_241,REVENUE,admin,true
TXN_000242,2026-12-10 18:50:58,INSURANCE_EXPENSE,42510.43,Club and player insurance premiums,REF_242,EXPENSE,admin,true
TXN_000243,2025-04-10 14:50:35,SPONSORSHIP_INCOME,14993.45,Sponsorship and partnership income,REF_243,REVENUE,admin,true
TXN_000244,2024-03-12 10:49:12,BROADCASTING_REVENUE,98091.01,TV broadcasting rights revenue,REF_244,REVENUE,admin,false
TXN_000245,2026-01-05 11:46:18,TICKET_PURCHASE,87802.16,Ticket purchase revenue,REF_245,REVENUE,admin,false
TXN_000246,2026-09-10 07:05:08,MERCHANDISE_SALE,51024.39,Merchandise sale revenue,REF_246,REVENUE,admin,false
TXN_000247,2026-11-21 06:40:38,UTILITY_EXPENSE,39777.88,Utility bills (electricity, water, etc.),REF_247,EXPENSE,admin,true
TXN_000248,2025-07-26 22:14:43,BROADCASTING_REVENUE,28291.75,TV broadcasting rights revenue,REF_248,REVENUE,admin,true
TXN_000249,2024-07-19 02:25:40,PRIZE_MONEY,58653.50,Tournament prize money,REF_249,REVENUE,admin,true
TXN_000250,2024-05-12 21:28:01,PRIZE_MONEY,2986.01,Tournament prize money,REF_250,REVENUE,admin,true
TXN_000251,2026-05-08 09:36:36,BROADCASTING_REVENUE,2309.18,TV broadcasting rights revenue,REF_251,REVENUE,admin,true
TXN_000252,2025-11-09 20:55:34,BROADCASTING_REVENUE,71647.83,TV broadcasting rights revenue,REF_252,REVENUE,admin,true
TXN_000253,2026-11-23 03:52:32,SALARY_PAYMENT,18406.65,Staff and player salary payments,REF_253,EXPENSE,admin,true
TXN_000254,2025-06-19 09:52:29,MARKETING_EXPENSE,1449.35,Marketing and advertising expenditure,REF_254,EXPENSE,admin,false
TXN_000255,2024-05-26 05:01:05,MERCHANDISE_PURCHASE,35015.41,Cost of goods purchased for resale,REF_255,EXPENSE,admin,true
TXN_000256,2024-03-28 21:44:16,MARKETING_EXPENSE,34322.21,Marketing and advertising expenditure,REF_256,EXPENSE,admin,false
TXN_000257,2024-02-15 08:18:08,BROADCASTING_REVENUE,95946.84,TV broadcasting rights revenue,REF_257,REVENUE,admin,true
TXN_000258,2024-07-03 10:06:40,MARKETING_EXPENSE,33638.38,Marketing and advertising expenditure,REF_258,EXPENSE,admin,false
TXN_000259,2025-03-05 01:26:45,SPONSORSHIP_INCOME,17172.05,Sponsorship and partnership income,REF_259,REVENUE,admin,true
TXN_000260,2026-07-09 20:13:55,UTILITY_EXPENSE,35664.53,Utility bills (electricity, water, etc.),REF_260,EXPENSE,admin,true
TXN_000261,2024-10-18 03:33:10,TICKET_PURCHASE,33233.88,Ticket purchase revenue,REF_261,REVENUE,admin,true
TXN_000262,2024-04-22 17:04:22,SALARY_PAYMENT,46566.53,Staff and player salary payments,REF_262,EXPENSE,admin,true
TXN_000263,2024-11-06 06:00:27,TICKET_PURCHASE,4539.50,Ticket purchase revenue,REF_263,REVENUE,admin,true
TXN_000264,2024-11-04 08:18:19,TICKET_PURCHASE,4238.41,Ticket purchase revenue,REF_264,REVENUE,admin,true
TXN_000265,2026-11-26 16:31:10,BROADCASTING_REVENUE,98901.68,TV broadcasting rights revenue,REF_265,REVENUE,admin,true
TXN_000266,2026-03-04 06:54:51,PRIZE_MONEY,26826.95,Tournament prize money,REF_266,REVENUE,admin,true
TXN_000267,2024-02-08 19:05:12,TICKET_PURCHASE,68121.75,Ticket purchase revenue,REF_267,REVENUE,admin,true
TXN_000268,2025-11-22 22:49:37,BROADCASTING_REVENUE,95486.72,TV broadcasting rights revenue,REF_268,REVENUE,admin,true
TXN_000269,2025-11-14 20:48:54,INSURANCE_EXPENSE,5735.87,Club and player insurance premiums,REF_269,EXPENSE,admin,false
TXN_000270,2024-09-25 14:59:53,UTILITY_EXPENSE,11437.35,Utility bills (electricity, water, etc.),REF_270,EXPENSE,admin,true
TXN_000271,2024-10-06 12:31:51,UTILITY_EXPENSE,17229.32,Utility bills (electricity, water, etc.),REF_271,EXPENSE,admin,true
TXN_000272,2026-10-17 04:27:41,SALARY_PAYMENT,43468.54,Staff and player salary payments,REF_272,EXPENSE,admin,true
TXN_000273,2026-11-08 09:53:03,SPONSORSHIP_INCOME,78655.64,Sponsorship and partnership income,REF_273,REVENUE,admin,true
TXN_000274,2024-12-25 10:14:08,SPONSORSHIP_INCOME,73920.72,Sponsorship and partnership income,REF_274,REVENUE,admin,true
TXN_000275,2025-12-14 08:02:35,UTILITY_EXPENSE,33109.05,Utility bills (electricity, water, etc.),REF_275,EXPENSE,admin,true
TXN_000276,2024-06-22 17:20:21,TICKET_PURCHASE,13816.41,Ticket purchase revenue,REF_276,REVENUE,admin,true
TXN_000277,2026-02-16 12:47:21,PRIZE_MONEY,58860.91,Tournament prize money,REF_277,REVENUE,admin,true
TXN_000278,2026-02-07 09:48:32,PRIZE_MONEY,98253.14,Tournament prize money,REF_278,REVENUE,admin,true
TXN_000279,2026-11-25 04:36:52,SPONSORSHIP_INCOME,58344.87,Sponsorship and partnership income,REF_279,REVENUE,admin,false
TXN_000280,2025-11-03 23:47:42,MARKETING_EXPENSE,41970.84,Marketing and advertising expenditure,REF_280,EXPENSE,admin,true
TXN_000281,2024-10-13 13:22:28,MERCHANDISE_PURCHASE,44503.33,Cost of goods purchased for resale,REF_281,EXPENSE,admin,true
TXN_000282,2024-11-27 21:00:38,UTILITY_EXPENSE,20811.48,Utility bills (electricity, water, etc.),REF_282,EXPENSE,admin,false
TXN_000283,2024-03-16 01:07:06,BROADCASTING_REVENUE,80530.89,TV broadcasting rights revenue,REF_283,REVENUE,admin,false
TXN_000284,2026-09-23 02:07:12,MERCHANDISE_SALE,87034.19,Merchandise sale revenue,REF_284,REVENUE,admin,true
TXN_000285,2024-01-01 09:08:29,PRIZE_MONEY,17159.08,Tournament prize money,REF_285,REVENUE,admin,true
TXN_000286,2025-04-02 03:22:45,UTILITY_EXPENSE,23095.32,Utility bills (electricity, water, etc.),REF_286,EXPENSE,admin,false
TXN_000287,2024-03-17 14:23:04,INSURANCE_EXPENSE,7557.31,Club and player insurance premiums,REF_287,EXPENSE,admin,true
TXN_000288,2024-02-11 19:42:46,PRIZE_MONEY,66138.05,Tournament prize money,REF_288,REVENUE,admin,true
TXN_000289,2024-07-07 14:02:18,SPONSORSHIP_INCOME,98988.57,Sponsorship and partnership income,REF_289,REVENUE,admin,true
TXN_000290,2025-06-25 19:02:00,INSURANCE_EXPENSE,14132.54,Club and player insurance premiums,REF_290,EXPENSE,admin,true
TXN_000291,2025-01-19 02:07:41,MERCHANDISE_PURCHASE,39777.74,Cost of goods purchased for resale,REF_291,EXPENSE,admin,true
TXN_000292,2024-10-07 13:47:36,MERCHANDISE_PURCHASE,37987.77,Cost of goods purchased for resale,REF_292,EXPENSE,admin,true
TXN_000293,2024-05-19 03:22:46,SPONSORSHIP_INCOME,66611.44,Sponsorship and partnership income,REF_293,REVENUE,admin,true
TXN_000294,2026-06-21 08:25:05,INSURANCE_EXPENSE,45125.23,Club and player insurance premiums,REF_294,EXPENSE,admin,true
TXN_000295,2026-06-17 17:10:37,MARKETING_EXPENSE,38926.96,Marketing and advertising expenditure,REF_295,EXPENSE,admin,false
TXN_000296,2025-01-03 09:22:09,BROADCASTING_REVENUE,98818.42,TV broadcasting rights revenue,REF_296,REVENUE,admin,false
TXN_000297,2025-02-27 10:56:18,PRIZE_MONEY,73325.43,Tournament prize money,REF_297,REVENUE,admin,true
TXN_000298,2025-02-26 19:19:41,UTILITY_EXPENSE,662.90,Utility bills (electricity, water, etc.),REF_298,EXPENSE,admin,true
TXN_000299,2025-11-06 17:30:39,MERCHANDISE_SALE,90672.25,Merchandise sale revenue,REF_299,REVENUE,admin,true
TXN_000300,2025-10-04 22:44:37,PRIZE_MONEY,85406.88,Tournament prize money,REF_300,REVENUE,admin,false
TXN_000301,2024-07-17 05:59:04,MERCHANDISE_SALE,84258.97,Merchandise sale revenue,REF_301,REVENUE,admin,true
TXN_000302,2024-06-26 16:16:38,MERCHANDISE_PURCHASE,16340.48,Cost of goods purchased for resale,REF_302,EXPENSE,admin,false
TXN_000303,2024-07-26 18:40:50,SPONSORSHIP_INCOME,36190.41,Sponsorship and partnership income,REF_303,REVENUE,admin,true
TXN_000304,2024-06-15 00:44:36,UTILITY_EXPENSE,7225.50,Utility bills (electricity, water, etc.),REF_304,EXPENSE,admin,true
TXN_000305,2026-05-13 02:04:41,TICKET_PURCHASE,40956.79,Ticket purchase revenue,REF_305,REVENUE,admin,true
TXN_000306,2024-07-23 18:11:51,BROADCASTING_REVENUE,50540.80,TV broadcasting rights revenue,REF_306,REVENUE,admin,false
TXN_000307,2024-09-07 23:04:43,SALARY_PAYMENT,26439.57,Staff and player salary payments,REF_307,EXPENSE,admin,true
TXN_000308,2025-05-09 18:03:34,PRIZE_MONEY,53724.13,Tournament prize money,REF_308,REVENUE,admin,true
TXN_000309,2025-04-27 04:01:50,MERCHANDISE_PURCHASE,13001.11,Cost of goods purchased for resale,REF_309,EXPENSE,admin,true
TXN_000310,2024-01-13 18:33:26,MERCHANDISE_SALE,93704.56,Merchandise sale revenue,REF_310,REVENUE,admin,false
TXN_000311,2026-01-11 05:24:35,INSURANCE_EXPENSE,31519.03,Club and player insurance premiums,REF_311,EXPENSE,admin,false
TXN_000312,2025-01-28 21:03:31,TICKET_PURCHASE,98799.73,Ticket purchase revenue,REF_312,REVENUE,admin,false
TXN_000313,2024-05-18 23:16:12,BROADCASTING_REVENUE,6288.52,TV broadcasting rights revenue,REF_313,REVENUE,admin,false
TXN_000314,2026-05-26 02:22:09,TICKET_PURCHASE,18237.82,Ticket purchase revenue,REF_314,REVENUE,admin,true
TXN_000315,2024-07-20 06:56:30,MERCHANDISE_PURCHASE,49692.62,Cost of goods purchased for resale,REF_315,EXPENSE,admin,true
TXN_000316,2025-04-10 00:07:55,UTILITY_EXPENSE,25760.89,Utility bills (electricity, water, etc.),REF_316,EXPENSE,admin,true
TXN_000317,2024-01-04 22:15:02,MERCHANDISE_PURCHASE,29478.06,Cost of goods purchased for resale,REF_317,EXPENSE,admin,true
TXN_000318,2026-08-07 16:56:52,BROADCASTING_REVENUE,12212.90,TV broadcasting rights revenue,REF_318,REVENUE,admin,true
TXN_000319,2026-08-14 17:45:24,SALARY_PAYMENT,42001.20,Staff and player salary payments,REF_319,EXPENSE,admin,true
TXN_000320,2026-12-09 03:00:15,BROADCASTING_REVENUE,24155.66,TV broadcasting rights revenue,REF_320,REVENUE,admin,false
TXN_000321,2025-05-27 11:44:56,INSURANCE_EXPENSE,47339.83,Club and player insurance premiums,REF_321,EXPENSE,admin,true
TXN_000322,2025-10-22 07:42:14,SPONSORSHIP_INCOME,88885.78,Sponsorship and partnership income,REF_322,REVENUE,admin,true
TXN_000323,2026-10-17 09:27:42,TICKET_PURCHASE,70689.80,Ticket purchase revenue,REF_323,REVENUE,admin,true
TXN_000324,2026-06-12 19:43:11,BROADCASTING_REVENUE,79796.68,TV broadcasting rights revenue,REF_324,REVENUE,admin,true
TXN_000325,2026-11-18 11:38:50,MERCHANDISE_PURCHASE,15730.78,Cost of goods purchased for resale,REF_325,EXPENSE,admin,true
TXN_000326,2025-03-08 08:27:04,UTILITY_EXPENSE,32779.09,Utility bills (electricity, water, etc.),REF_326,EXPENSE,admin,false
TXN_000327,2025-04-06 00:06:01,SALARY_PAYMENT,12108.88,Staff and player salary payments,REF_327,EXPENSE,admin,true
TXN_000328,2025-08-08 10:52:31,SPONSORSHIP_INCOME,30877.37,Sponsorship and partnership income,REF_328,REVENUE,admin,true
TXN_000329,2024-08-05 14:19:26,BROADCASTING_REVENUE,23368.65,TV broadcasting rights revenue,REF_329,REVENUE,admin,true
TXN_000330,2026-08-22 06:44:13,MERCHANDISE_SALE,7323.95,Merchandise sale revenue,REF_330,REVENUE,admin,true
TXN_000331,2026-07-24 00:16:52,PRIZE_MONEY,44284.58,Tournament prize money,REF_331,REVENUE,admin,false
TXN_000332,2026-01-14 15:45:49,MERCHANDISE_PURCHASE,22249.87,Cost of goods purchased for resale,REF_332,EXPENSE,admin,false
TXN_000333,2024-03-06 15:26:40,BROADCASTING_REVENUE,41856.55,TV broadcasting rights revenue,REF_333,REVENUE,admin,true
TXN_000334,2024-12-13 07:43:41,PRIZE_MONEY,44787.32,Tournament prize money,REF_334,REVENUE,admin,true
TXN_000335,2026-04-09 12:52:20,UTILITY_EXPENSE,46548.20,Utility bills (electricity, water, etc.),REF_335,EXPENSE,admin,false
TXN_000336,2025-06-09 01:40:04,MARKETING_EXPENSE,6518.66,Marketing and advertising expenditure,REF_336,EXPENSE,admin,false
TXN_000337,2025-06-24 05:10:40,MARKETING_EXPENSE,12682.85,Marketing and advertising expenditure,REF_337,EXPENSE,admin,true
TXN_000338,2026-10-25 06:38:53,SALARY_PAYMENT,31031.03,Staff and player salary payments,REF_338,EXPENSE,admin,true
TXN_000339,2026-07-19 16:31:58,SALARY_PAYMENT,39037.00,Staff and player salary payments,REF_339,EXPENSE,admin,true
TXN_000340,2026-11-20 18:00:12,TICKET_PURCHASE,3443.01,Ticket purchase revenue,REF_340,REVENUE,admin,false
TXN_000341,2025-11-18 06:40:19,INSURANCE_EXPENSE,11798.64,Club and player insurance premiums,REF_341,EXPENSE,admin,false
TXN_000342,2024-10-26 22:37:27,MERCHANDISE_PURCHASE,1306.59,Cost of goods purchased for resale,REF_342,EXPENSE,admin,true
TXN_000343,2025-04-25 19:56:45,PRIZE_MONEY,45429.60,Tournament prize money,REF_343,REVENUE,admin,true
TXN_000344,2025-05-15 21:11:11,MERCHANDISE_PURCHASE,42097.03,Cost of goods purchased for resale,REF_344,EXPENSE,admin,true
TXN_000345,2026-10-02 04:42:27,MERCHANDISE_PURCHASE,39662.43,Cost of goods purchased for resale,REF_345,EXPENSE,admin,true
TXN_000346,2026-07-15 17:12:40,SPONSORSHIP_INCOME,16554.64,Sponsorship and partnership income,REF_346,REVENUE,admin,false
TXN_000347,2024-05-10 06:04:26,PRIZE_MONEY,38388.34,Tournament prize money,REF_347,REVENUE,admin,false
TXN_000348,2026-07-16 10:31:32,PRIZE_MONEY,45908.57,Tournament prize money,REF_348,REVENUE,admin,false
TXN_000349,2025-10-17 06:04:23,INSURANCE_EXPENSE,43203.11,Club and player insurance premiums,REF_349,EXPENSE,admin,true
TXN_000350,2024-04-24 06:37:26,MARKETING_EXPENSE,38383.15,Marketing and advertising expenditure,REF_350,EXPENSE,admin,true
TXN_000351,2026-04-12 04:28:45,MERCHANDISE_SALE,62503.42,Merchandise sale revenue,REF_351,REVENUE,admin,true
TXN_000352,2024-12-01 17:02:07,MERCHANDISE_SALE,10067.83,Merchandise sale revenue,REF_352,REVENUE,admin,true
TXN_000353,2025-10-11 05:11:55,TICKET_PURCHASE,11118.33,Ticket purchase revenue,REF_353,REVENUE,admin,true
TXN_000354,2025-12-08 18:38:09,BROADCASTING_REVENUE,57746.79,TV broadcasting rights revenue,REF_354,REVENUE,admin,true
TXN_000355,2024-11-27 21:10:57,MERCHANDISE_SALE,44768.21,Merchandise sale revenue,REF_355,REVENUE,admin,true
TXN_000356,2025-03-07 18:28:32,SPONSORSHIP_INCOME,9914.66,Sponsorship and partnership income,REF_356,REVENUE,admin,false
TXN_000357,2026-11-11 16:46:32,BROADCASTING_REVENUE,61860.57,TV broadcasting rights revenue,REF_357,REVENUE,admin,true
TXN_000358,2026-05-07 13:26:59,SALARY_PAYMENT,32554.90,Staff and player salary payments,REF_358,EXPENSE,admin,true
TXN_000359,2025-06-06 15:55:07,BROADCASTING_REVENUE,56907.37,TV broadcasting rights revenue,REF_359,REVENUE,admin,false
TXN_000360,2026-03-18 06:15:49,BROADCASTING_REVENUE,46869.97,TV broadcasting rights revenue,REF_360,REVENUE,admin,false
TXN_000361,2026-05-08 22:45:09,MERCHANDISE_SALE,99582.60,Merchandise sale revenue,REF_361,REVENUE,admin,true
TXN_000362,2025-04-05 21:14:48,MERCHANDISE_SALE,89015.15,Merchandise sale revenue,REF_362,REVENUE,admin,true
TXN_000363,2026-08-16 10:02:08,MERCHANDISE_PURCHASE,21982.71,Cost of goods purchased for resale,REF_363,EXPENSE,admin,false
TXN_000364,2024-10-16 14:01:39,UTILITY_EXPENSE,37832.82,Utility bills (electricity, water, etc.),REF_364,EXPENSE,admin,true
TXN_000365,2026-06-07 23:18:34,MERCHANDISE_PURCHASE,42662.29,Cost of goods purchased for resale,REF_365,EXPENSE,admin,true
TXN_000366,2025-06-13 09:03:40,SPONSORSHIP_INCOME,85874.56,Sponsorship and partnership income,REF_366,REVENUE,admin,false
TXN_000367,2024-11-27 16:31:26,UTILITY_EXPENSE,17535.11,Utility bills (electricity, water, etc.),REF_367,EXPENSE,admin,true
TXN_000368,2026-08-12 10:19:26,SPONSORSHIP_INCOME,71721.62,Sponsorship and partnership income,REF_368,REVENUE,admin,true
TXN_000369,2025-11-25 22:07:51,UTILITY_EXPENSE,48275.02,Utility bills (electricity, water, etc.),REF_369,EXPENSE,admin,true
TXN_000370,2026-03-26 04:40:19,SPONSORSHIP_INCOME,53359.20,Sponsorship and partnership income,REF_370,REVENUE,admin,true
TXN_000371,2025-06-09 07:55:33,PRIZE_MONEY,21461.59,Tournament prize money,REF_371,REVENUE,admin,true
TXN_000372,2026-09-09 04:57:45,MARKETING_EXPENSE,29432.73,Marketing and advertising expenditure,REF_372,EXPENSE,admin,true
TXN_000373,2024-09-02 23:05:50,INSURANCE_EXPENSE,44225.95,Club and player insurance premiums,REF_373,EXPENSE,admin,true
TXN_000374,2024-09-09 09:31:50,SALARY_PAYMENT,44033.44,Staff and player salary payments,REF_374,EXPENSE,admin,true
TXN_000375,2024-01-03 12:12:04,UTILITY_EXPENSE,5351.07,Utility bills (electricity, water, etc.),REF_375,EXPENSE,admin,false
TXN_000376,2025-11-08 03:59:09,TICKET_PURCHASE,51025.63,Ticket purchase revenue,REF_376,REVENUE,admin,true
TXN_000377,2025-08-13 16:35:49,MARKETING_EXPENSE,40364.82,Marketing and advertising expenditure,REF_377,EXPENSE,admin,true
TXN_000378,2024-06-22 13:52:00,MARKETING_EXPENSE,11842.91,Marketing and advertising expenditure,REF_378,EXPENSE,admin,false
TXN_000379,2025-05-27 12:14:46,SALARY_PAYMENT,18907.80,Staff and player salary payments,REF_379,EXPENSE,admin,true
TXN_000380,2026-03-15 03:15:45,INSURANCE_EXPENSE,43026.52,Club and player insurance premiums,REF_380,EXPENSE,admin,true
TXN_000381,2025-12-11 23:11:39,PRIZE_MONEY,63277.48,Tournament prize money,REF_381,REVENUE,admin,true
TXN_000382,2025-10-24 16:38:08,BROADCASTING_REVENUE,55766.84,TV broadcasting rights revenue,REF_382,REVENUE,admin,true
TXN_000383,2025-06-20 17:00:35,SPONSORSHIP_INCOME,99305.32,Sponsorship and partnership income,REF_383,REVENUE,admin,true
TXN_000384,2026-04-15 02:54:15,TICKET_PURCHASE,8588.06,Ticket purchase revenue,REF_384,REVENUE,admin,false
TXN_000385,2026-12-14 15:31:37,MERCHANDISE_PURCHASE,15765.52,Cost of goods purchased for resale,REF_385,EXPENSE,admin,false
TXN_000386,2026-11-25 23:53:55,PRIZE_MONEY,11237.30,Tournament prize money,REF_386,REVENUE,admin,true
TXN_000387,2025-06-14 23:53:45,PRIZE_MONEY,52606.75,Tournament prize money,REF_387,REVENUE,admin,true
TXN_000388,2026-06-02 06:25:15,BROADCASTING_REVENUE,19610.22,TV broadcasting rights revenue,REF_388,REVENUE,admin,true
TXN_000389,2024-06-14 14:37:58,MERCHANDISE_PURCHASE,8447.39,Cost of goods purchased for resale,REF_389,EXPENSE,admin,true
TXN_000390,2024-02-26 03:37:27,UTILITY_EXPENSE,18678.96,Utility bills (electricity, water, etc.),REF_390,EXPENSE,admin,false
TXN_000391,2026-03-28 18:38:59,MERCHANDISE_SALE,91470.75,Merchandise sale revenue,REF_391,REVENUE,admin,true
TXN_000392,2026-05-10 09:32:00,MARKETING_EXPENSE,2513.84,Marketing and advertising expenditure,REF_392,EXPENSE,admin,true
TXN_000393,2025-04-11 23:40:56,MERCHANDISE_PURCHASE,19478.50,Cost of goods purchased for resale,REF_393,EXPENSE,admin,true
TXN_000394,2026-10-18 20:34:58,MERCHANDISE_PURCHASE,7860.60,Cost of goods purchased for resale,REF_394,EXPENSE,admin,false
TXN_000395,2026-09-24 21:29:06,INSURANCE_EXPENSE,10063.24,Club and player insurance premiums,REF_395,EXPENSE,admin,true
TXN_000396,2025-02-14 15:27:37,MERCHANDISE_SALE,52307.43,Merchandise sale revenue,REF_396,REVENUE,admin,true
TXN_000397,2024-05-19 17:58:18,MARKETING_EXPENSE,36457.64,Marketing and advertising expenditure,REF_397,EXPENSE,admin,true
TXN_000398,2024-10-02 00:01:01,MARKETING_EXPENSE,878.23,Marketing and advertising expenditure,REF_398,EXPENSE,admin,true
TXN_000399,2026-06-21 16:45:34,SALARY_PAYMENT,15481.35,Staff and player salary payments,REF_399,EXPENSE,admin,false
TXN_000400,2025-07-07 07:16:49,MERCHANDISE_PURCHASE,15521.97,Cost of goods purchased for resale,REF_400,EXPENSE,admin,true
TXN_000401,2024-12-12 02:18:15,MARKETING_EXPENSE,45477.24,Marketing and advertising expenditure,REF_401,EXPENSE,admin,true
TXN_000402,2025-08-16 13:55:44,PRIZE_MONEY,77291.13,Tournament prize money,REF_402,REVENUE,admin,true
TXN_000403,2025-03-05 06:45:24,TICKET_PURCHASE,96603.38,Ticket purchase revenue,REF_403,REVENUE,admin,true
TXN_000404,2024-02-14 22:13:07,MARKETING_EXPENSE,20267.50,Marketing and advertising expenditure,REF_404,EXPENSE,admin,true
TXN_000405,2026-04-14 19:04:12,SALARY_PAYMENT,21423.58,Staff and player salary payments,REF_405,EXPENSE,admin,true
TXN_000406,2024-01-17 23:24:31,INSURANCE_EXPENSE,32648.11,Club and player insurance premiums,REF_406,EXPENSE,admin,true
TXN_000407,2024-08-22 10:19:07,UTILITY_EXPENSE,13201.56,Utility bills (electricity, water, etc.),REF_407,EXPENSE,admin,true
TXN_000408,2025-07-18 09:07:34,MERCHANDISE_PURCHASE,22963.25,Cost of goods purchased for resale,REF_408,EXPENSE,admin,true
TXN_000409,2025-02-10 00:25:47,INSURANCE_EXPENSE,1519.63,Club and player insurance premiums,REF_409,EXPENSE,admin,false
TXN_000410,2026-05-04 19:56:40,MERCHANDISE_PURCHASE,9773.19,Cost of goods purchased for resale,REF_410,EXPENSE,admin,true
TXN_000411,2026-04-04 05:02:16,PRIZE_MONEY,48066.43,Tournament prize money,REF_411,REVENUE,admin,true
TXN_000412,2024-12-05 17:00:20,MARKETING_EXPENSE,40795.85,Marketing and advertising expenditure,REF_412,EXPENSE,admin,false
TXN_000413,2024-04-06 11:25:40,INSURANCE_EXPENSE,14232.09,Club and player insurance premiums,REF_413,EXPENSE,admin,false
TXN_000414,2024-03-23 11:06:45,SALARY_PAYMENT,24208.65,Staff and player salary payments,REF_414,EXPENSE,admin,true
TXN_000415,2024-03-09 06:40:31,MERCHANDISE_SALE,47666.50,Merchandise sale revenue,REF_415,REVENUE,admin,false
TXN_000416,2026-11-16 00:18:11,UTILITY_EXPENSE,35994.52,Utility bills (electricity, water, etc.),REF_416,EXPENSE,admin,true
TXN_000417,2025-09-01 21:40:25,TICKET_PURCHASE,90580.59,Ticket purchase revenue,REF_417,REVENUE,admin,true
