recordId,matchId,fanId,seatId,entryTime,exitTime,earlyArrival
ATT_000338,MATCH_039,FAN_00339,B-J-041,2026-05-03 14:36,,false
ATT_000339,MATCH_040,FAN_00340,A-D-064,2026-05-04 14:51,,true
ATT_000340,MATCH_041,FAN_00341,A-D-014,2026-05-05 14:33,,false
ATT_000341,MATCH_042,FAN_00342,A-C-044,2026-05-06 14:24,,true
ATT_000342,MATCH_043,FAN_00343,C-F-045,2026-05-07 14:21,,false
ATT_000343,MATCH_044,FAN_00344,C-I-083,2026-05-08 14:24,,false
ATT_000344,MATCH_045,FAN_00345,E-E-002,2026-05-09 14:33,,false
ATT_000345,MATCH_046,FAN_00346,E-G-066,2026-05-10 14:25,,false
ATT_000346,MATCH_047,FAN_00347,D-D-063,2026-05-11 14:09,,true
ATT_000347,MATCH_048,FAN_00348,C-B-087,2026-05-12 14:19,,true
ATT_000348,MATCH_049,FAN_00349,F-G-058,2026-05-13 14:11,,false
ATT_000349,MATCH_050,FAN_00350,D-J-049,2026-05-14 14:37,,true
ATT_000350,MATCH_001,FAN_00351,VIP-E-044,2026-05-15 14:17,,true
ATT_000351,MATCH_002,FAN_00352,D-G-011,2026-05-16 14:51,,false
ATT_000352,MATCH_003,FAN_00353,B-E-001,2026-05-17 14:59,,false
ATT_000353,MATCH_004,FAN_00354,F-B-061,2026-05-18 14:58,,false
ATT_000354,MATCH_005,FAN_00355,A-I-054,2026-05-19 14:31,,false
ATT_000355,MATCH_006,FAN_00356,E-C-067,2026-05-20 14:29,,false
ATT_000356,MATCH_007,FAN_00357,A-E-043,2026-05-21 14:10,,false
ATT_000357,MATCH_008,FAN_00358,C-G-075,2026-05-22 14:37,,true
ATT_000358,MATCH_009,FAN_00359,VIP-J-050,2026-05-23 14:00,,false
ATT_000359,MATCH_010,FAN_00360,A-G-093,2026-05-24 14:17,,false
ATT_000360,MATCH_011,FAN_00361,B-F-076,2026-05-25 14:58,,false
ATT_000361,MATCH_012,FAN_00362,D-E-094,2026-05-26 14:02,,false
ATT_000362,MATCH_013,FAN_00363,A-G-092,2026-05-27 14:06,,false
ATT_000363,MATCH_014,FAN_00364,VIP-I-030,2026-05-28 14:30,,false
ATT_000364,MATCH_015,FAN_00365,F-D-077,2026-05-01 14:07,,false
ATT_000365,MATCH_016,FAN_00366,D-F-100,2026-05-02 14:51,,false
ATT_000366,MATCH_017,FAN_00367,E-A-013,2026-05-03 14:19,,false
ATT_000367,MATCH_018,FAN_00368,B-E-081,2026-05-04 14:01,,true
ATT_000368,MATCH_019,FAN_00369,B-A-076,2026-05-05 14:43,,false
ATT_000369,MATCH_020,FAN_00370,F-D-084,2026-05-06 14:33,,false
ATT_000370,MATCH_021,FAN_00371,VIP-J-098,2026-05-07 14:43,,true
ATT_000371,MATCH_022,FAN_00372,E-G-061,2026-05-08 14:18,,false
ATT_000372,MATCH_023,FAN_00373,A-D-055,2026-05-09 14:35,,true
ATT_000373,MATCH_024,FAN_00374,C-D-072,2026-05-10 14:03,,false
ATT_000374,MATCH_025,FAN_00375,C-F-065,2026-05-11 14:09,,false
ATT_000375,MATCH_026,FAN_00376,VIP-E-010,2026-05-12 14:20,,true
ATT_000376,MATCH_027,FAN_00377,E-G-036,2026-05-13 14:19,,true
ATT_000377,MATCH_028,FAN_00378,VIP-A-072,2026-05-14 14:05,,false
ATT_000378,MATCH_029,FAN_00379,C-J-065,2026-05-15 14:51,,false
ATT_000379,MATCH_030,FAN_00380,B-G-059,2026-05-16 14:41,,false
ATT_000380,MATCH_031,FAN_00381,A-E-068,2026-05-17 14:03,,false
ATT_000381,MATCH_032,FAN_00382,B-E-088,2026-05-18 14:28,,false
ATT_000382,MATCH_033,FAN_00383,VIP-J-073,2026-05-19 14:59,,true
ATT_000383,MATCH_034,FAN_00384,VIP-G-064,2026-05-20 14:19,,false
ATT_000384,MATCH_035,FAN_00385,B-H-071,2026-05-21 14:45,,false
ATT_000385,MATCH_036,FAN_00386,F-A-007,2026-05-22 14:41,,true
ATT_000386,MATCH_037,FAN_00387,A-H-017,2026-05-23 14:20,,true
ATT_000387,MATCH_038,FAN_00388,E-C-032,2026-05-24 14:38,,false
ATT_000388,MATCH_039,FAN_00389,D-A-085,2026-05-25 14:13,,false
ATT_000389,MATCH_040,FAN_00390,E-J-009,2026-05-26 14:13,,true
ATT_000390,MATCH_041,FAN_00391,F-F-006,2026-05-27 14:11,,false
ATT_000391,MATCH_042,FAN_00392,F-A-094,2026-05-28 14:00,,false
ATT_000392,MATCH_043,FAN_00393,D-G-069,2026-05-01 14:30,,false
ATT_000393,MATCH_044,FAN_00394,A-B-075,2026-05-02 14:36,,false
ATT_000394,MATCH_045,FAN_00395,A-H-080,2026-05-03 14:47,,true
ATT_000395,MATCH_046,FAN_00396,A-H-022,2026-05-04 14:16,,false
ATT_000396,MATCH_047,FAN_00397,D-D-040,2026-05-05 14:55,,true
ATT_000397,MATCH_048,FAN_00398,C-E-024,2026-05-06 14:50,,true
ATT_000398,MATCH_049,FAN_00399,VIP-A-006,2026-05-07 14:42,,false
ATT_000399,MATCH_050,FAN_00400,B-F-023,2026-05-08 14:04,,true
ATT_000400,MATCH_001,FAN_00401,C-G-097,2026-05-09 14:08,,false
ATT_000401,MATCH_002,FAN_00402,A-I-067,2026-05-10 14:22,,false
ATT_000402,MATCH_003,FAN_00403,A-D-055,2026-05-11 14:33,,true
ATT_000403,MATCH_004,FAN_00404,B-D-034,2026-05-12 14:20,,false
ATT_000404,MATCH_005,FAN_00405,A-F-009,2026-05-13 14:06,,false
ATT_000405,MATCH_006,FAN_00406,D-I-013,2026-05-14 14:59,,false
ATT_000406,MATCH_007,FAN_00407,E-G-041,2026-05-15 14:08,,true
ATT_000407,MATCH_008,FAN_00408,E-I-084,2026-05-16 14:25,,false
ATT_000408,MATCH_009,FAN_00409,A-J-027,2026-05-17 14:47,,false
ATT_000409,MATCH_010,FAN_00410,C-H-065,2026-05-18 14:14,,false
ATT_000410,MATCH_011,FAN_00411,D-A-060,2026-05-19 14:33,,false
ATT_000411,MATCH_012,FAN_00412,D-B-002,2026-05-20 14:32,,false
ATT_000412,MATCH_013,FAN_00413,C-E-008,2026-05-21 14:00,,false
ATT_000413,MATCH_014,FAN_00414,E-D-046,2026-05-22 14:55,,false
ATT_000414,MATCH_015,FAN_00415,VIP-G-034,2026-05-23 14:01,,false
ATT_000415,MATCH_016,FAN_00416,E-I-083,2026-05-24 14:53,,false
ATT_000416,MATCH_017,FAN_00417,D-E-042,2026-05-25 14:53,,false
ATT_000417,MATCH_018,FAN_00418,C-H-046,2026-05-26 14:12,,false
ATT_000418,MATCH_019,FAN_00419,F-G-095,2026-05-27 14:51,,false
ATT_000419,MATCH_020,FAN_00420,A-C-039,2026-05-28 14:29,,false
ATT_000420,MATCH_021,FAN_00421,D-A-064,2026-05-01 14:49,,false
ATT_000421,MATCH_022,FAN_00422,A-F-020,2026-05-02 14:41,,true
ATT_000422,MATCH_023,FAN_00423,VIP-A-053,2026-05-03 14:46,,false
ATT_000423,MATCH_024,FAN_00424,VIP-F-097,2026-05-04 14:16,,false
ATT_000424,MATCH_025,FAN_00425,A-G-078,2026-05-05 14:48,,false
ATT_000425,MATCH_026,FAN_00426,A-C-074,2026-05-06 14:19,,false
ATT_000426,MATCH_027,FAN_00427,B-F-092,2026-05-07 14:18,,false
ATT_000427,MATCH_028,FAN_00428,B-A-044,2026-05-08 14:28,,true
ATT_000428,MATCH_029,FAN_00429,A-D-100,2026-05-09 14:24,,false
ATT_000429,MATCH_030,FAN_00430,E-I-001,2026-05-10 14:17,,false
ATT_000430,MATCH_031,FAN_00431,F-G-058,2026-05-11 14:51,,false
ATT_000431,MATCH_032,FAN_00432,B-F-060,2026-05-12 14:29,,false
ATT_000432,MATCH_033,FAN_00433,C-J-055,2026-05-13 14:42,,true
ATT_000433,MATCH_034,FAN_00434,B-J-094,2026-05-14 14:10,,false
ATT_000434,MATCH_035,FAN_00435,C-H-075,2026-05-15 14:42,,false
ATT_000435,MATCH_036,FAN_00436,D-I-028,2026-05-16 14:20,,false
ATT_000436,MATCH_037,FAN_00437,A-C-001,2026-05-17 14:10,,false
ATT_000437,MATCH_038,FAN_00438,VIP-F-046,2026-05-18 14:44,,false
ATT_000438,MATCH_039,FAN_00439,B-I-052,2026-05-19 14:59,,false
ATT_000439,MATCH_040,FAN_00440,F-E-084,2026-05-20 14:05,,true
ATT_000440,MATCH_041,FAN_00441,E-F-071,2026-05-21 14:51,,true
ATT_000441,MATCH_042,FAN_00442,VIP-A-052,2026-05-22 14:15,,false
ATT_000442,MATCH_043,FAN_00443,VIP-B-062,2026-05-23 14:14,,false
ATT_000443,MATCH_044,FAN_00444,F-H-004,2026-05-24 14:05,,false
ATT_000444,MATCH_045,FAN_00445,D-E-033,2026-05-25 14:37,,false
ATT_000445,MATCH_046,FAN_00446,F-I-097,2026-05-26 14:02,,false
ATT_000446,MATCH_047,FAN_00447,B-B-018,2026-05-27 14:30,,false
ATT_000447,MATCH_048,FAN_00448,E-J-021,2026-05-28 14:37,,false
ATT_000448,MATCH_049,FAN_00449,D-E-091,2026-05-01 14:10,,true
ATT_000449,MATCH_050,FAN_00450,B-A-050,2026-05-02 14:26,,false
ATT_000450,MATCH_001,FAN_00451,E-B-045,2026-05-03 14:30,,false
ATT_000451,MATCH_002,FAN_00452,D-D-097,2026-05-04 14:01,,true
ATT_000452,MATCH_003,FAN_00453,B-E-068,2026-05-05 14:18,,false
ATT_000453,MATCH_004,FAN_00454,F-E-055,2026-05-06 14:54,,false
ATT_000454,MATCH_005,FAN_00455,F-G-056,2026-05-07 14:03,,true
ATT_000455,MATCH_006,FAN_00456,E-B-050,2026-05-08 14:43,,true
ATT_000456,MATCH_007,FAN_00457,F-G-058,2026-05-09 14:11,,false
ATT_000457,MATCH_008,FAN_00458,B-B-064,2026-05-10 14:54,,false
ATT_000458,MATCH_009,FAN_00459,A-A-056,2026-05-11 14:20,,true
ATT_000459,MATCH_010,FAN_00460,F-B-061,2026-05-12 14:31,,false
ATT_000460,MATCH_011,FAN_00461,E-J-038,2026-05-13 14:26,,true
ATT_000461,MATCH_012,FAN_00462,C-D-035,2026-05-14 14:44,,true
ATT_000462,MATCH_013,FAN_00463,E-H-014,2026-05-15 14:31,,false
ATT_000463,MATCH_014,FAN_00464,E-J-047,2026-05-16 14:05,,false
ATT_000464,MATCH_015,FAN_00465,VIP-D-035,2026-05-17 14:21,,false
ATT_000465,MATCH_016,FAN_00466,C-I-030,2026-05-18 14:35,,false
ATT_000466,MATCH_017,FAN_00467,C-B-070,2026-05-19 14:30,,false
ATT_000467,MATCH_018,FAN_00468,B-D-074,2026-05-20 14:50,,true
ATT_000468,MATCH_019,FAN_00469,D-A-014,2026-05-21 14:52,,false
ATT_000469,MATCH_020,FAN_00470,F-C-096,2026-05-22 14:12,,false
ATT_000470,MATCH_021,FAN_00471,F-G-023,2026-05-23 14:20,,true
ATT_000471,MATCH_022,FAN_00472,D-A-039,2026-05-24 14:47,,true
ATT_000472,MATCH_023,FAN_00473,F-C-018,2026-05-25 14:52,,false
ATT_000473,MATCH_024,FAN_00474,D-D-075,2026-05-26 14:56,,false
ATT_000474,MATCH_025,FAN_00475,D-F-087,2026-05-27 14:58,,false
ATT_000475,MATCH_026,FAN_00476,F-F-072,2026-05-28 14:57,,true
ATT_000476,MATCH_027,FAN_00477,B-J-023,2026-05-01 14:36,,false
ATT_000477,MATCH_028,FAN_00478,VIP-J-033,2026-05-02 14:17,,true
ATT_000478,MATCH_029,FAN_00479,E-D-014,2026-05-03 14:18,,true
ATT_000479,MATCH_030,FAN_00480,C-B-074,2026-05-04 14:32,,false
ATT_000480,MATCH_031,FAN_00481,VIP-B-090,2026-05-05 14:35,,false
ATT_000481,MATCH_032,FAN_00482,C-J-074,2026-05-06 14:09,,true
ATT_000482,MATCH_033,FAN_00483,VIP-D-034,2026-05-07 14:08,,false
ATT_000483,MATCH_034,FAN_00484,E-C-042,2026-05-08 14:56,,false
ATT_000484,MATCH_035,FAN_00485,C-F-030,2026-05-09 14:20,,true
ATT_000485,MATCH_036,FAN_00486,A-C-023,2026-05-10 14:54,,false
ATT_000486,MATCH_037,FAN_00487,A-F-059,2026-05-11 14:44,,true
ATT_000487,MATCH_038,FAN_00488,A-I-071,2026-05-12 14:00,,true
ATT_000488,MATCH_039,FAN_00489,B-J-039,2026-05-13 14:51,,false
ATT_000489,MATCH_040,FAN_00490,B-J-092,2026-05-14 14:05,,true
ATT_000490,MATCH_041,FAN_00491,VIP-I-067,2026-05-15 14:58,,false
ATT_000491,MATCH_042,FAN_00492,F-B-068,2026-05-16 14:31,,false
ATT_000492,MATCH_043,FAN_00493,E-B-057,2026-05-17 14:14,,false
ATT_000493,MATCH_044,FAN_00494,D-D-053,2026-05-18 14:44,,true
ATT_000494,MATCH_045,FAN_00495,E-F-026,2026-05-19 14:03,,false
ATT_000495,MATCH_046,FAN_00496,VIP-H-029,2026-05-20 14:34,,false
ATT_000496,MATCH_047,FAN_00497,B-I-044,2026-05-21 14:25,,false
ATT_000497,MATCH_048,FAN_00498,VIP-D-023,2026-05-22 14:13,,true
ATT_000498,MATCH_049,FAN_00499,A-E-065,2026-05-23 14:10,,true
ATT_000499,MATCH_050,FAN_00500,B-D-018,2026-05-24 14:54,,false
ATT_000500,MATCH_001,FAN_00001,D-I-037,2026-05-25 14:35,,false

